polarity,text,Positive/Negative/neutral
0.3666666666666667,great show amaz cinematographi show rush constant extrem time job everi two episod hope see someth worth stay soon,Positive
0.10833333333333334,ive never taken time read book super disappoint rush end game throne say ive realli enjoy 6 episod prequel ive seen far stapl monday night moment realli hope dont stuff,Positive
0.025000000000000005,show till chang actor play key charact would given four two watch episod sudden advanc 10 year key interest charact stranger noth happen clear milk draw show see ya,Positive
-0.3333333333333333,honest opinion invest like show cannot support show hate polit belief tri watch would think everyon show produc hate never met know noth cannot support ignor,Negative
0.0625,uncompel charact disjoint storytel make major disappoint,Positive
-0.4,hous dragon leva novament ao mundo de game trone ond podemo montar em um drago e sonhar em ser rei ou rainha de westero,Negative
0.1277777777777778,feel like classic game throne made forget much loath final season stori scale scope focus throne uniqu howev thing made got great drama polit famili backstab violenc sex lore visual lot dragon,Positive
0.05037878787878787,cant believ hbo decid stori written group adhd peopl order meet divers target seri end episod 5 without complet main narrat new seri start two actor first one apart charact name first seri narrat chang complet without complet explan actual happen hbo best deliv worst view experi season 8 game throne didnt think possibl,Positive
-0.16666666666666666,find much interest origin game throne like slow build im happi georg rr martin involv,Negative
0.033333333333333326,love everyth tv seri hope dont ruin last season like game throne,Positive
0.0500000000000001,great bad meh,Positive
0.0,soapopera cant compet got level,Neutral
0.5,much replac actor alreadi accustom everyth great episod 6,Positive
-0.024305555555555535,stack bad decis kill show otherwis could pass better score constant time skip without inform audienc unexplain cliffhang charact reason lost time skip ahead overal cast swap ep 6 reason whatsoev tempo sometim show spend absurd time noth skip follow scene without explan insight charact motiv feel like editor pass whole plot make sure came along show sloppi best showrunn decid kill laena fire anoth chang book mani expect even less due daeneri unburnt fire scene got suppos grrm tighter grip show time around pleas stop blatant lie mere halfway season 1 shape bigger disast without got excus pleas stop kill show intellectu properti,Negative
-0.026339285714285714,success gulfstream replac dragon castl substitut offic tower sad without snappi dialogu act plot inconceiv better two seri hbo commiss wooden act ponder dialogu plot goe well plot must everi scene film dark gloomi doesnt begin describ cinematographi 6 episod im game throne certain watch idiocraci umpteenth time enlighten pompus turgid mess,Negative
-0.30999999999999994,thought final season game throne final farewel worst season ever realli make given project game throne univers never occur watch prequel seri road lead worst final seri initi view realiz seri still origin got dna still good part bad part least yet,Negative
0.43333333333333335,great product far realli enjoy thorough engag 6 episod,Positive
0.25,give 5 star show still final may still ruin know got trauma far noth brilliant level stori act world build visual,Positive
0.1,whole cast chang week watch 5 episod constant,Positive
0.07500000000000001,someon read fire blood far show 6 episod book justic peopl dont know sourc materi might feel jade confus make sens understand laena harwin plot devic import charact slightest understand episod 8 season 1 last time skip whole seri children aegonaemondetc age final form danc start,Positive
-0.25,time jump actor chang make difficult follow along im get attach root charact either everi time think get know charact complet chang next episod overal disappoint dont think abl finish season watch episod 6,Negative
0.03333333333333336,episod 6 amaz hbo cheap replac good charact ugli cast crappi actor ugh worst,Positive
0.5249999999999999,amaz none charact even good peopl what necessari surviv world full politician garbag,Positive
-0.2916666666666667,dull dreari sceneri act premis stori dont understand anyon diehard fan fire blood realli like think hbo shouldv gone dunk egg show,Negative
0.7,episod 15 good episod 6 horribl everyth,Positive
-0.05000000000000001,pretti bore comparison game throne rememb power ring gain momentum big time imo engag hype show first,Negative
-0.30000000000000004,sit around tabl talk wed heir bore slow hell happen,Negative
0.0,simpli outstand littl expect seri paid,Neutral
-0.26666666666666666,disappoint see show jump timelin alreadi milli alcock written show reason tune perform amaz ill watch least end 1st season see charact pull back,Negative
1.0,among five best show year easi everi episod delight,Positive
0.059999999999999984,good costum excel sceneri seri focus direct charact leav much desir havent hate like far,Positive
0.06944444444444445,noth like origin game throne first 5 season exact last 2 season origin seri lack plot develop convers pointless often bore action scene fast almost fast littl awesom cruel concept got world left pretti much gone soft charact kill charact develop isnt great apart viseri alic rhaenyra everyon els take decis almost whim littl explan ep6 10 year pass felt like felt like 2 episod miss act top notch everyon amaz job tri build charact tri make come aliv like origin seri writer produc simpli good enough like last 2 season origin game throne,Positive
0.08518518518518518,hous dragon noth like origin got episod pretti slow most man talk without action scene plot start build action sudden rush without develop result dont even feel sympathi main charact episod 5 potenti thing final start kick episod 6 complet shut excit none plot 5th episod explain develop took big 10 year jump make feel miss whole season,Positive
0.29090909090909095,hous dragon set fresh adventur old game throne vibe excel start tv show much captiv start everyon believ lack great charact great dialogu believ theme much royalti character ongo best believ go work time much eager see let say big big dragon upcom,Positive
0.11212121212121212,soon get episod 6 there whole new cast terribl actor everi charact person complet chang cliffhang episod never explain noth chang wors last episod got,Positive
-0.05000000000000001,far found first six episod bore know set stage compar first episod game throne also think cast horribl cant name one cast member compar almost cast member got ill last season unless realli improv wont go anoth,Negative
0.35,equal good season got phenomen act stori tell,Positive
0.5,love love love masterpiec,Positive
0.33749999999999997,first five episod realli good episod six okay drag emma darci rhaenyra,Positive
1.0,best show 2022,Positive
0.325,good matt smith wow good show round,Positive
0.07230303030303029,got seri rais standard televis extremali high new seri look like soap opera concept interestingbut lack action complex charact narrat mani percpect make quit inferior product game throne seri also think polit dump almost primit fair enough high fantasi serieswher polit main focus anyway asoiaf univers think also exept matt smith cast insuffici lack chemistri,Positive
0.0,cast act amaz storylin done well consid sourc materi fire blood read like histori book writer realli flesh charact amazon ring power could realli take tip develop charact storylin,Neutral
0.5,seri wonder episod pass get better,Positive
0.020833333333333343,soap opera seri littl action bore charact part shut half way episod 6 chang actress king somehow still aliv general hospit action flop,Positive
0.5,shape terrif actor swap e6 im sure redeem,Positive
-0.08787878787878789,show go well episod 6 utter defeat new game throne catastroph,Negative
-0.10000000000000002,oh boy give seri chanc catastroph got wow episod 6 aw look forward got bs made daemon awesom episod 3 episod later hes stay home dad bore even happen know your follow book gosh slow enough least get attach charact actual care die also let add sinc ive tri coupl episod thank prove point dark cinematographi couldnt even see go harsh remind long night build daemon rhae anticlimact,Negative
0.5333333333333333,good show didnt huge expect beforehand keep deliv episod episod matt smith surpris good show good stori decent script,Positive
0.6749999999999999,show start bore first five episod mid act end perfect great act best matt smith emma darci paddi considin perfect,Positive
-0.2916666666666667,hard stick book stori butcher,Negative
0.13636363636363635,6th episod terriblewhoev idea get new cast fire,Positive
0.0,time shift chang actress total suck screw hbo,Neutral
-0.22916666666666666,ugli brutal homophobia display episod 5 writer director inexcus buri gay trope gori bash murder technicolor shame,Negative
0.12878787878787878,first five episod solid sixth episod new cast charact realli didnt charact develop emot tie understand there 10 year gap switch charact wasnt feel,Positive
0.19621212121212123,first 5 episod great episod 6 made mistak cast older actor ten year jump charact new actor bare look older break continu enough watcher lose interest produc congratul drop viewership loss revenu,Positive
0.26666666666666666,far good like charact develop stori line find vest like dislik various actor make want watch show,Positive
0.3,terribl worth,Positive
0.0,es una obra maestra ojala pueda verla,Neutral
0.5,love remind earli season throne polit intrigu wish wasnt rush,Positive
0.6428571428571428,show best show televis right,Positive
-0.4,outstand prequel game throne,Negative
0.07833333333333334,sucker empir kingdom high stake drama familiar got,Positive
0.0,excelent dejan claro que el final horribl de juego de trono fue por quedars sin materi de origen que adaptar pero hasta ahora casa de dragon hace recordar lo que nos enamoro de juego de tronos10 de 5,Neutral
0.26666666666666666,surpris good expect much less bit woke wither like amazon seri,Positive
-0.7999999999999999,well done ep 5 cole fiasco tell writer think stupid disappoint senseless deviat show made peopl drool ogl actor costum seem point like thing turn brainsometh wish could go,Negative
0.0,amaz must watch,Neutral
0.31000000000000005,amaz done hbo built best got far seem learn valuabl lesson season 8 disast cast write direct act hous dragon 1010 far first season,Positive
0.12666666666666668,fantast show far high recommend georg rr martin actual big role unlik last season got absolut love show,Positive
0.0,reinvigor interest got lore abysm season 8,Neutral
-0.08333333333333333,somewhat disappoint end game throne storytel charact develop visual realli put world ice fire charact complex one dimension dare say show better game throne far,Negative
0.4,excel far brilliant adapt fire blood improv area realli make charact come aliv viseri excel daemon rhaenyra alic mani charact clear ryan condal love book dialogu especi song ice fire inspir,Positive
0.0,got king miscast,Neutral
-0.3125,mean could know ahhh im disappoint guess,Negative
0.09666666666666669,ive read georg rr martin book song ice fire hbo game throne water dilut adapt asoif except season one base first book titl game throne also read year ago fire blood adapt hous dragon describ targaryen dynasti height fire blood written histor perspect danc dragon event lead demis declin self destruct hous targaryen far hotd writer done brilliant job fill miss piec give lot context charact fire blood drive motiv decis action human person felt fifth episod light way twenti five minut episod write brilliant craft engag far ryan condal miguel sapotchnik done brilliant beauti job bring us back westero two hundr year event game throne im look forward rest danc dragon event unfold field narrow sea westerosi sky dragon fli,Positive
0.1619047619047619,wonder dive back westero incred much theyv gotten right,Positive
0.0,addict well done let hope dont ruin like got,Neutral
0.13055555555555556,couldnt keep polit mouth dont understand even risk alien half countryso im principl alon dont care good show isnt btw id bet watch number youll abl see drop viewer direct show runner recent comment one charact trump support must suck let trump rent space free ig id put gag order peopl involv show guarante youll retain viewer shut job one interest show runner polit thought mayb refus support show insult audienc,Positive
-0.1375,entertain howev cast question stori write like last season game throne first 5 season game throne,Negative
0.2625,show entertain first five episod get better like episod two better one hous dragon good first 5 season game throne still entertain good charact plot charact arent develop game throne episod happen year instead week,Positive
0.06785714285714287,solid charact develop understand motiv flaw find everyon compel well round onenot bad guy perfect hero shade gray find cheer charact one minut jeer next stori unfold show doesnt beat head exposit make everyth crystal clear respect intellig viewer leav thing fuzzi want viewer second guess interpret act top notch milli emili absolut standout matt paddi also knock park isnt one charact feel poor act that rare might reach midseason got level write yet amaz start burn got season 7 8 made wari im readi go hotd feel shown hbo learn mistak gone back smart televis hook throne,Positive
-0.375,olivia cook couldnt stomach even pretend trump support keep politc show dumb,Negative
0.0,bore bore feel asleep twice tri watch,Neutral
0.9,show brilliant,Positive
0.6,love seri good stori grab actor actress play well rolestot recommend,Positive
0.0,efeito especiai timo ator tambm histria ainda est se formando mas est tima,Neutral
0.5,love show take stratispher,Positive
0.1865079365079365,look much forward end disappointedth plot excruci slow predict dialogu dri charact bland dragon right fli fight costum nice that there magic,Positive
0.16666666666666666,like game throne use fantasi meet mediev polit bit much time skip rest actor set writ good,Positive
0.2708333333333333,great seri far hbo nail outstand cast act write like serious day one game throne fan doubt one releas wow good glad see hbo still make good seri definit earn pay subscript dont ever go amazon way hbo subscript 100 percent cancel take note amazon ruin lotr,Positive
-0.038218390804597685,show feel like fan fiction dont know hord peopl give five star slobber like greatest thing ever creat come show noth like game throne game throne least first three season solid substanti instead feel like cheap imit biggest reason hous dragon fail lack origin line grrm everi convers feel like childish attempt recreat charm got fall complet flat five episod dont feel connect charact stori stori extrem bore showrunn reason determin shoehorn modern age woke idea georg world total ridicul never work georg westero peopl actual brain charact unnecessarili distort point becom noth like origin book say thing complet charact partial revert back book selv make incoher even stupid chang forc woke stuff show show seem squar fix woman good wise man bad goodfornoth stanc laughabl ridicul cast poor matt smith good choic daemon chanc black velaryon thing speak velaryon black book isnt even debat dont get start senseless violenc nuditi showrunn seem think thing made got great needless say gotten horribl wrong show huge budget cgi pretti bad aerial scene king land exampl look like screenshot game 2010 show substanc soul stori,Negative
0.04999999999999999,love everyth expect game throne prequel,Positive
0.0,visual beauti main charact play well pace quit problemat found care half happen screen,Neutral
0.0,offens stereotyp uk irish accent spend billion ive disconnect,Neutral
0.0,worthi addit got screen legaci outstand perform entir cast especi matt smith paddi considin finger cross doesnt go way s8,Neutral
0.3181818181818182,love show show live hype show continu show well written stori,Positive
0.07305194805194805,didnt think could ever get back got due origin show butcher last season new got show fantast far im enjoy everi second,Positive
0.10000000000000002,everyth made game throne huge success hand produc hope dont blow,Positive
0.5,seri great charact scenari adapt thing dont like chang import detail book make much intrest storyand make seri plot hole everyth els awsom,Positive
0.65,great terribl hope better,Positive
0.45999999999999996,far five episod hit mark good write most interest charact fair amount intrigu build contrast ring power couldnt clearer show worth watch,Positive
0.39999999999999997,show make want watch far good,Positive
0.0,entr con mucha duda poca esperanza pero los 5 primero captulo han merecido la pena algo ms apresurado en tempo que las primera temporada de got aunqu es comprens mucho evento que necesitan ser cubierto en poco episodio sin embargo la ambientacin es buena los dilogo ms los actor son suficientement crebl carismtico los protagonista masculino femenino lo bordan en mi opinin si se mantendr la altura pero el viaj por ahora ha merecido sobradament la pena,Neutral
0.0,awesom everi way take littl time build begin becom absolut captiv,Neutral
0.0,fantast feel final book adapt made well show draw keep interest character done well visual look marvel,Neutral
0.0,boa quanto 3 primeira temporada de got cada final de episodio ansiedad para prximo fica maior os episdio poderiam ter 2h de durao cada que quem est assistindo nem iria ver hora passar uma das melhor seri de 2022 momento,Neutral
0.5142857142857143,far great hous dragon come great substitut predecessor game throne charact perfect cast could imagin anyon better play rogu princ daemon targaryen matt smith milli alcock rhaenyra definit tv show keep eye keep great work,Positive
-0.4,contrast game throne hous dragon take us mediev theme dragonfil westero everyth look differ gossip energi remain even though 300 year,Negative
0.0,awesom show realli enterten,Neutral
-0.0993783993783994,far fail live game throne feel like show runner hold back much need follow game throne exampl worri much show much raw tv,Negative
-0.06875000000000002,start promis quick deterior poor storylin bore charact level intrigu basic naiv like disney version got despit father declar heir main charact subsequ spend sever episod whine like entitl brat whether father realli mean cerci lannist would roll eye grave level childish woke entitl self piti,Negative
0.0,well done unfortun stori feel rush lack signific detail depth got,Neutral
0.3,far seri hold perform great visual excel plot flow well,Positive
0.7,good thing miss charact like tirion humor,Positive
0.0,momento estou gostando e muito,Neutral
0.14999999999999997,worri last season game throne pretti good definit worth watch,Positive
0.1333333333333333,wow good engag game throne incred product valu act storytel yes pleas,Positive
0.5681818181818181,best new show televis fall,Positive
0.16249999999999998,seem build toward someth cours sure im 5 episod say viscer got intrigu well written like viscer isnt westero hope chang gear soon definit touch slow good cast though paddi kill usual,Positive
0.4666666666666666,ooh love show love everyth fit togeth,Positive
0.05555555555555557,awesom show blow ring power water would get 5 5 alreadi know what go happen writer care slight care sprinkl divers men suck women great least cram face peopl keen seen subtl guess go happen woman king men suck lot mysteri get throne woman woke applaud effort subtl obvious make worth watch least yay polit lore,Positive
0.2,protagonist engag that episod discuss topic much bore,Positive
0.0,like watch got back peek amaz,Neutral
-0.4,una seri muy bien estructurada con arco argumntal que se sostienen por mismo que su vez contradicen la historia presentada previament en game throon nivel de efecto de fotografa se mantienen en un estndar alto para est tipo de produccin 100 recomend para quien se inician es est gnero obligatorio para quien disfrutaron de got,Negative
1.0,best fantasi seri,Positive
1.0,superb ignor critic watch,Positive
0.28611111111111115,start bit slow take pace realli like show prove visual effect money make good show charact develop write stori damn hotd even prove dont need much action make great show conflict charact polit fightsi cant wait next episod also know dont need push agenda face audienc prais bring wonder divers cast show strong femal charact simpli fit great stori without tell us time see see good one see yeah modern feel natur creativ mind behind show ovious know theyll pick pace bit remain episod season 1 get 45 star rate,Positive
-0.03333333333333335,show nowher near engag captiv first 6 season game throne paddi considin matt smith excel milli alcock ok charisma rang whatsoev dont shoot outsid like got cgi meh over dark conceal imperfect bottom line show extrem tedious over hype genuin forgett,Negative
0.3750396825396825,bar season 1 game throne think 5 star admit expect high season 8 got show blown away act fantast dialogu most sharp write good great hard realli great write everi episod time jump still work set piec set shot beauti special effect charact motiv realli start catch interest 5 episod matt smith daemon absolut steal everi scene hes actor episod 4 5 show went good great eye potenti better predecessor im excit see play,Positive
0.5,think good worth watch see began,Positive
0.15,got cast plot good first seri design feel quit differ got know 100 year still episod tournament took armor realiti got realli develop style armor king cart weird overal pass time ican sometim forget episod day watch,Positive
0.675,great got peak hotd good dialog take almost screentim still keep viewer interest read book seri fit great univers creat got cours dragon,Positive
0.37777777777777777,great season got show awesom love connect origin seri everi episod dos previous one suck realiz 60 minut gone,Positive
0.06833333333333333,pretti bore perspect someon read book doesnt feel like westero either thing happen like lord knight straight murder high born peopl noth done absurd true world stori take place also start make ridicul write mistak first episod one besid criston cole militari experi gain fight year long war show war march appar particip peopl fought war couldnt even go one episod without make nonsens,Positive
0.26,show storylin overal ok cannot find singl male charact likabl seri women seem much smarter stronger men keep feel done purpos cannot enjoy show much want,Positive
0.8,great act dialogu,Positive
0.6,excel build nice,Positive
0.45999999999999996,great show amaz charact develop great visual engag plot good come back failur predecessor,Positive
0.026587301587301587,dramat strong far halfway moral strang ambigu pervad lot charact game throne shine hous dragon keep think daemon mayb turn toward right path someth evil well play actor game throne that good thing sure whos good guy bad guy one well done televis far,Positive
-0.11041666666666668,bore exact stori game throne peopl vy throne vast dull dont care charact theyr bore care get throne one snoozefest,Negative
0.01874999999999999,cast aw cant connect anyon script seam forc actor mean full recast cant believ didnt learn anyth got,Positive
0.052564102564102565,first heard show didnt think id care truth stain last season game throne asid show stand well enough far polit outstand within court im hope see kingdom vie power sens mani charact realli want grab power need greed want free cannot princess rhaenyra targaryen exampl sinc bloodlin direct impact level choic freedom part dragon bloodlin cannot escap even tri would catch sure charact written well enough understand must adher duti uncl whatev want hes badass awesom daeneri targaryen play part bad boy well mani charact im person invest fantast show start strong im hope continu cours last episod end amaz cliffhang im excit see happen next week,Positive
0.44000000000000006,great show far watch subtitl anyon think good age 23 need action like shakespear love crown definit check,Positive
0.5,got season 8 kill love franchis seri abl reviv,Positive
0.34285714285714286,realli enjoy show well written show unlik ring flower imo divers done right,Positive
0.11904761904761905,sorri bore omg bore dont care incest dont care charact realli noth special reason becom invest two star act pretti solid show isnt come big got fan save money,Positive
0.0,soooooo boooor need help get sleepthen watch,Neutral
-0.18541666666666667,terribl adapt book bore charact fail cast interest actor swap episod zero humor zero intellig zero subtil zero pretti much everyth mean dialogu show mediocr compar got constant needless remind absolut horribl disgrac georg rr martin realli asham allow happen finish book mr martin enough money,Negative
-0.14907407407407408,wast time bland sorri interact dialogu intern gay scene felt forc awkward ill give 5 5 star cool dragon even though hard anyth show except make flybi appear way much pointless scene put sleep fast forward end give bore guess spoil origin got episod ill go watch,Negative
-0.3499999999999999,extrem promis bad memori last 2 season got ruin,Negative
0.42962962962962964,im two episod im realli impress worri didnt enjoy got end anyon good write establish strong stori set charact worth invest within first episod cast act strong accoss entir crew im especi enjoy paddi milli king princess targaryen matt smith fan daemon great baddi dont give 1 5 star review normal im realli pleas say deserv manag keep favourit show sinc stranger thing season1,Positive
0.6499999999999999,pretti good nice stori develop excel cast intrigu charact seem bit rush logic step miss altogeth,Positive
0.55,seri authent take middl age might look like fantasi world magic dragon write stori unmatch seri movi honest leagu,Positive
0.2228571428571429,far better expect high hope start storytel great far especi sinc way season eight game throne finish worth check,Positive
0.3333333333333333,far good hope work fast 55 min,Positive
0.9,great cast amaz act flawless write dragon dont miss,Positive
0.12000000000000002,absolut love left bad tast mouth got end blown away thus far episod kept undivid attent alway tune sunday night hook good,Positive
0.5,love stori line twist turn,Positive
0.1,well written seri interest charact actual get know watch evolv relief see seri great disappoint final 3 season game throne hope keep qualiti,Positive
0.21000000000000002,okay im bit late review im realli enjoy hope wont go pan end like got dd decid bore cant decid matt smith pantomim villain someth truli genius although think that tone littl first coupl epsor get use term tone cinematographi much like got feel like wrap comfi gold cloak act littl variabl overal charact seem work depth script neither groundbreak exemplari job look forward unfold,Positive
0.6666666666666666,tempo buildup good nice costum made good charchter im look forward episod,Positive
0.375,grow slowli vine fresh real fresh,Positive
0.3,show lower critic rate hulk femal driven scifi fantasi show worth watch season,Positive
0.2511904761904762,show ring power guilti raceswap critic prior debut controversi chang velaryon race disappear qualiti writingstori reveal ring power critic didnt disappear outsid special effect show suck everyway possibl hous dragon best storytel charact develop ive seen show long long time first episod didnt matter showrunn made chang sourc materi storytel,Positive
0.4800000000000001,far look great good write great cast look forward come next,Positive
0.38600000000000007,that make great storytel show seri hook first episod great script great act cool charact great dialog game throne vibe total fresh high recommend,Positive
0.0,simplesment alucinant e sensacion,Neutral
0.0,nunca gostei jogo dos trono poi era longo demai os episdio e eu ficava preso enredo mai aqui nessa srie meu deus eu fico ansioso pelo prximo episdio ela perfeita apaixonado demai por essa srie isso uma maravilha melhor que aquela fanfic da amazon amo vcs hbo max,Neutral
0.06666666666666667,hope much like last season got glori day expect storylin see almost everi singl trope play eg there wed let bloodi etc like charact like one writer make incred unlik hello sir christian,Positive
0.34,far good great actor sometim poor cgi ok,Positive
0.2,doesnt hold storytel power origin got hod rival later season enjoy watch,Positive
-1.0,episod 5 worst bore soap opera ever give one episodemayb,Negative
0.003333333333333327,halfway season remain say worthi prequel game throne univers shine interest wellwritten stori beauti film amaz perform excit conclud first season statur leav high follow season develop danc dragon even,Positive
0.26666666666666666,low expect come hotd didnt want let get carri away hype hotd truli grip far keep good work amazon lotr ring power take note,Positive
-0.15555555555555559,apr la dception de la fin de saison de game throne jtai un peu sceptiqu sur cett srie mai alor quell claqu je retrouv le meilleur de game throne des personnag super intress une intrigu bien ficel dexcel dialogu et la ral est san faut pour le moment je sui conqui,Negative
0.0,beauti show return root origin seri,Neutral
-0.6666666666666666,fid show slow bad written worst part likabl charact show,Negative
1.0,excel show episod 5 masterpiec perfect cast write,Positive
0.25,littl slow still great tv,Positive
0.0,bore realli engag interest,Neutral
0.43200000000000005,great tv show faith represent game throne gruesom celebr genr charact storylin follow great fashion georg r r martin book fire blood show complet cast shadow high anticip seri ring power contrari great disappoint everi expect especi took 5 year releas,Positive
0.5,love hous dragon glad decid make seri hous dragon excel favorit hous,Positive
0.0,littl clunki time overal enthral feel like got univers think book guid seri made differ dont think showrunn wing littl sourc materi histor lore refer like weve seen lacklust lotr ring power seri even last coupl got season act amaz show look forward watch rest season unfold,Neutral
0.2833333333333333,amaz seri take legaci histori book best first season game throne give us worthi prequel opinion way hbo go,Positive
0.05,lot money noth ep 4 fking made realli action ffwd lot gap 2 star visual,Positive
-0.875,mediev brutal intertwin polit carnag incest court intrigu ah dragon,Negative
0.14999999999999997,show pretti damn good u expect game throne 2 dont u want watch qualiti tv 100 recommend,Positive
0.25,show constant get better episod explod drama comedi excit unbeliev never thought wouuld see anoth fantasi show rival got amaz,Positive
1.0,perfect written well act,Positive
-0.04090909090909091,hotd maintain spirit got complex charact extravag set present new era westero hous targaryen peak way manag separ got open door prequel univers envis grrm,Negative
0.3,far show ok like one two charact somth miss write 100 commit plot yet howev will still watch see,Positive
0.44999999999999996,nice done worth compar garbag like shehulk ring power,Positive
0.39242424242424245,bright charact incred plot move smooth quick time incred work costum actor separ topic live role,Positive
0.3,nice pleas dont screw last season time martin finish damn book,Positive
0.175,halfheart continu watch five meander middl seem pointless episod sure must get better even intro characterless grey say three time episod beli littl care hope excel costum set design get well compens wast money talent time,Positive
-0.44999999999999996,hook show episod 4 watch episod 5 bad dont even want watch show anymor episod 5 liter destroy show level polit correct dogma poor cast actor divers role everyth wrong world reject entir show respect interest longer,Negative
0.5,fantast write love hook love stori charact everyth,Positive
0.175,slow good way near much build anticip got,Positive
-0.5361111111111111,hope first episod promis bad game throne gratuit cruel violent vulgar think adolesc matur get got there clear pattern lgbt charact exist brutal murder that singl likeabl charact show bad got got hand likeabl charact along way,Negative
0.3333333333333333,time jump super annoy unclear actress play rhaenyra wonder job highlight gone age 9 18 whatev feel like rush year hell happen feel like rhaenyra 85 season finish,Positive
0.11631944444444443,great seri im love im truli vex 1 star 12 star review talk much gratuit sex violenc show honest there hard nuditi realli much violenc either charact dont even swear mean god review seen got peopl bitch there witti dialogu 5 rate godfath 12 star slow there witti dialogu movi final suggest go back actual watch season 1 got truth told except big event pretti bore,Positive
0.10000000000000002,episod come becom clear littl care put script check made sens,Positive
-0.06071428571428572,updat 9 episod dull f simpl cast non actorsactress display slight charisma couldnt care less charact none likabl plot drag direct lack craftsmanship even dragon interest design straightup idiot money best didnt expect level failur hbo,Negative
-0.3666666666666667,episod 5 wors game throne ive ever seen god like serious stope watch,Negative
0.3333333333333333,super lenta personaj aburrido plano el nico que cay mas meno bien fue daemon lo dema x vale 3 hectrea de longaniza si se mueren,Positive
0.2,littl much woke nonsens predict plot,Positive
0.0,excelent seri extranar milli como raynera,Neutral
0.509090909090909,hotd live best part got farhop doesnt end like predecessor far great,Positive
0.07083333333333333,certain better season 8 game throne isnt ring power howev fantast actor matt smith person dont feel right actor role stori credit credit due though ring power long shot,Positive
0.1898989898989899,sooo bore singl charact got interest wether live diecouldnt care less cgi nice though,Positive
0.1,old dragon recip recycl,Positive
0.3333333333333333,5 episod love back world plot battl dragon ride what love us fantasi buff,Positive
0.375,hook first episod hod pull episod 1 tri wait whole season complet want abl bing entir thing howev bore one even watch first 4 episod great storytel time alarm cant turn away hope keep,Positive
0.1806060606060606,brilliant slow build main drama deep understand book excit everytim new episod come,Positive
0.0,look forward show everi sunday big lotr fan disappoint show luckili got kept spirit aliv,Neutral
0.029999999999999992,never game throne show hook form first episod start littl slow end episod got go look forward next episod cant wait season final,Positive
0.15555555555555553,masterpiec differ got mai good show adult serious excel write cast would recommand,Positive
-0.30000000000000004,closer prime got expect slow burn intrigu expert execut,Negative
0.17500000000000002,great return asoiaf univers time approach level got best time presenc grr martin behind scene note,Positive
0.0,excelent cada episdio te faz querer mai e mai personagen cativant uma alegria primorosa em meio tristeza que est sendo fanfic de tolkien da amazon,Neutral
0.07560606060606061,three episod bore tear witti charact fire sarcast glanc comment everyon serious self involv feel like stori fall flat like static charact drift around episod pray old god new season improv,Positive
0.2,wasnt got fan worth watch act littl action alon matt smith kill make occasion postfeminismcring bearabl,Positive
0.04999999999999999,alway big fan game throne seri hype prequel far hasnt disappoint act cinematographi alway music ramin djawadi point love,Positive
0.3392857142857143,book reader say seri respect lot origin materi soul asoiaf world got earli season actual chang standart decis transfer stori one medium anoth cast excel special effect better got hope becom lesson hbo understand import use produc writer truli love respect origin materi,Positive
0.25,basic wors got season 1 better got season 5,Positive
0.675,miss tyrian type charact give humor perspect polit violenc even nude scene arent full frontal continu watch hope best yes read book,Positive
0.0,melhor srie ano,Neutral
0.2571428571428572,far nowher near origin kind bore cours throw woman main charact along black actor make sure dont offend woke crowd turnoff hope get better,Positive
0.6714285714285715,adapt right everyth ring power great charact great write great act,Positive
0.39166666666666666,wow great show perfect act write score ring power show made serious,Positive
0.5138888888888888,admit skeptic watch first episod episod 4 pleasant surpris woke polit movi film daysi want watch good stori line good charact actual turn stori line start unfold along charact develop amazon stream aw rop seri need learn hbo good job hbo,Positive
0.21190476190476187,saw first season got enjoy far hotd engag especi like rhaenyra targaryen strong person alic hightow kind cours charact love hate like daemon targaryen costum set design sfx etc amaz look forward watch rest season 1,Positive
0.084375,sometim need see televis show explor fantast world beyond widest imagin time need see dark realist drama show brutal part human societi predecessor hous dragon perfect blend jump time long six month bit disori first make world feel real someth rare televis today nearperfect show must watch,Positive
0.0,si fuera por los toqu de inclusin etc sera perfecta,Neutral
0.7,good got origin like,Positive
0.1,explicit like got like stori far go,Positive
0.2714285714285714,far great show cant wait see absolut nail cast everi role littl bit worri cast chang come episod 6 though see far great show remind earlier season game throne love yeah,Positive
0.0,nos leva de volta westero de uma forma absurda aflorando toda nostalgia personagen bem construdo com personalidad e motiva clara tima atua e cuidado com cada detalh desd locao figurino superou toda minha expectativa um drama de altssima qualidad,Neutral
0.27499999999999997,show stun visual script write engag refresh episod draw great cast actor marvel stellar perform deliv love game throne love hous dragon,Positive
0.75,perfect love,Positive
0.2,feel almost tension delight felt game throne great show thank hbo max,Positive
0.15,like breath fresh air betray last season got one look promis even liberti taken cast,Positive
-0.048571428571428585,substanc soul bore uninspir 4 episod one wors last stori charact complet uninterest aw cgi high bugdet product aerial shot king land look like screenshot video game 2010 georg westero bore soap opera mindless violenc nuditi dragon scene thrown top nostalgia bait peopl hungri someth similar game throne,Negative
0.0,estou achando muito bom como got mas quero ver mai,Neutral
0.25,love show intrigu beauti shot storylin addict episod leav excit next week episod charact fascin matt smith portray daemon targaryen except,Positive
0.31363636363636366,last season got went low expect far exceed expect lot think cast spoton matt smith best part show also fan rest cast actor play rhaenyra visyrey realli great 4 episod much enjoy watch last 3 season got recast bunch charact soon time jump cross finger new cast good,Positive
